age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,auto_year,fraud_reported
27,1996-08-05,IL,100/300,1000,7.296528516369949,0,440327,FEMALE,College,tech-support,exercise,unmarried,0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,13,1,YES,1,0,YES,52800,Saab,95,2004,N
41,2001-06-06,IL,250/500,500,7.312119781646269,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,16,3,?,2,3,NO,28800,Ford,Fusion,2013,N
33,2007-03-25,OH,100/300,1000,7.264128177309686,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,2015-02-15,Parked Car,?,Minor Damage,Police,WV,Northbend,3,1,NO,1,1,NO,2970,Toyota,Highlander,2008,N
54,2013-10-31,OH,500/1000,500,7.310617001220186,0,609374,MALE,College,other-service,basketball,wife,50500,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,15,3,NO,0,0,?,93480,Chevrolet,Malibu,2014,N
49,1992-06-13,IL,100/300,500,7.041079150075556,0,451672,MALE,College,prof-specialty,kayaking,husband,34300,-24300,2015-01-01,Vehicle Theft,?,Minor Damage,Unknown,WV,Columbus,4,1,YES,1,3,YES,4320,Mercedes,E400,2002,N
61,1990-10-07,OH,500/1000,1000,7.026755351526372,0,604450,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,6,3,?,0,2,YES,79800,Saab,95,2000,Y
28,1991-12-28,IN,500/1000,2000,7.097019347342666,0,432896,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,22,2,NO,1,0,?,74200,Volkswagen,Passat,1997,N
47,1998-11-11,IL,500/1000,2000,7.200051688984663,0,618929,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,1,1,?,0,0,?,70590,Saab,93,2000,Y
31,2009-06-26,IN,500/1000,1000,6.98014105472086,0,451312,FEMALE,Masters,sales,chess,husband,0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,16,3,NO,0,3,YES,60940,Nissan,Ultima,2006,Y
42,2009-01-11,OH,250/500,500,7.199349688253833,0,605141,FEMALE,College,prof-specialty,video-games,unmarried,0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,18,1,?,1,2,YES,74700,Dodge,RAM,2010,N
60,2003-03-18,IN,100/300,500,7.170050310283837,6000000,459504,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,0,1,YES,0,0,?,70000,Ford,F150,2015,Y
41,2012-11-02,IL,500/1000,500,7.10967519384472,0,432781,MALE,High School,exec-managerial,polo,other-relative,0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,12,3,?,2,0,NO,81070,BMW,X5,2001,N
32,2000-05-04,IN,100/300,1000,6.966514632855668,0,452748,MALE,MD,protective-serv,camping,own-child,0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,?,1,1,?,57720,Saab,93,2007,N
51,1999-09-29,OH,250/500,2000,7.025876035382228,0,618316,MALE,Associate,armed-forces,reading,other-relative,0,0,2015-02-24,Vehicle Theft,?,Minor Damage,Unknown,VA,Northbrook,9,1,YES,1,1,YES,7080,Ford,F150,2001,N
46,1999-03-09,IN,100/300,1000,7.013348767499679,10000000,455365,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,3,NO,0,1,?,47700,Accura,MDX,1997,Y
31,1991-02-13,IL,500/1000,2000,7.226368997302037,0,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,NO,0,3,NO,51260,Suburu,Legacy,2002,N
41,1993-08-05,OH,500/1000,2000,7.007220451201413,0,475292,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,20,3,?,2,2,NO,70400,Toyota,Highlander,2011,Y
38,1997-10-31,IL,250/500,2000,7.147370425664532,0,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4,1,NO,1,3,YES,90000,Ford,Fusion,2015,N
39,2001-04-21,OH,250/500,500,6.872946419275255,8000000,460675,FEMALE,Associate,adm-clerical,camping,husband,58000,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,7,3,?,0,1,?,72820,BMW,3 Series,2010,N
41,2013-01-08,IL,500/1000,2000,7.063304979723102,4000000,618123,MALE,High School,priv-house-serv,board-games,other-relative,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,NO,2,0,?,69300,Volkswagen,Passat,2000,N
36,2009-07-23,IL,500/1000,500,7.394155004586301,4000000,607452,FEMALE,MD,other-service,video-games,other-relative,0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,11,1,NO,2,1,NO,76560,Ford,Fusion,2008,Y
38,1998-02-20,IL,250/500,500,7.240957890485727,0,606352,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,7,1,?,0,1,YES,55440,Nissan,Maxima,1999,Y
25,2008-03-13,OH,250/500,2000,6.96057540716551,0,603527,FEMALE,College,prof-specialty,movies,other-relative,51100,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,0,4,YES,1,0,NO,77130,Accura,MDX,1995,N
35,1996-08-20,IL,100/300,500,6.948657270302562,0,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,1,1,YES,1,1,?,42000,BMW,X5,2011,N
39,2014-07-27,IN,250/500,1000,7.17273151389828,6000000,603948,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,12,3,NO,2,3,YES,36300,Ford,Escape,2013,N
38,1992-11-09,IL,100/300,2000,7.371206236288954,0,435758,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,8,1,NO,0,0,?,40320,Suburu,Impreza,2001,N
32,2012-06-04,IN,500/1000,500,7.244413212646301,0,611586,FEMALE,High School,tech-support,exercise,own-child,70500,0,2015-02-08,Parked Car,?,Minor Damage,Police,PA,Northbrook,9,1,?,2,0,?,3960,BMW,M5,1998,N
43,2001-05-13,OH,100/300,2000,7.2103087223997235,0,465263,MALE,College,farming-fishing,basketball,wife,40700,-47300,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,YES,0,3,YES,63840,BMW,X5,2006,Y
28,2011-09-17,IL,250/500,1000,7.038783541388542,6000000,617858,FEMALE,Masters,sales,sleeping,husband,42400,0,2015-01-14,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,?,1,2,?,44730,Saab,92x,2000,Y
45,2011-07-15,IN,250/500,1000,7.243277064067355,0,607889,MALE,JD,machine-op-inspct,camping,wife,57900,0,2015-01-22,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,YES,1,2,NO,84720,Ford,Escape,1999,N
39,2005-07-27,IN,250/500,500,6.714376819309962,0,455689,MALE,Masters,adm-clerical,paintball,own-child,0,0,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,?,2,2,NO,61500,Dodge,RAM,2012,N
27,2005-10-18,OH,100/300,500,6.873298400727396,0,450341,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,2015-02-22,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,21,3,?,0,1,?,51000,Nissan,Pathfinder,2013,N
33,1996-01-19,IL,500/1000,1000,7.562078467684499,0,431277,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,2015-01-24,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,?,2,1,NO,46800,Jeep,Wrangler,2002,N
32,2005-09-29,OH,250/500,2000,7.393767582872925,0,454656,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,16,1,?,1,1,?,78120,BMW,3 Series,2006,N
34,1997-02-18,IN,250/500,2000,7.1532472339601085,0,605169,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,14,1,NO,1,2,?,69200,Volkswagen,Passat,1996,Y
40,2010-05-11,IL,100/300,1000,7.272634475811316,0,444822,FEMALE,High School,sales,exercise,other-relative,45300,-20400,2015-01-01,Vehicle Theft,?,Minor Damage,Police,VA,Riverwood,9,1,?,0,0,NO,3690,Ford,Escape,2015,N
28,2009-02-06,IL,250/500,1000,7.156387223730111,0,447442,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,9,3,NO,0,3,?,65500,BMW,X5,2010,N
46,2013-07-09,IL,500/1000,500,7.207733937577214,0,474360,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,2015-02-01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,21,3,?,1,2,YES,76120,Toyota,Camry,1999,N
32,1992-06-06,IL,250/500,1000,7.089368251456174,0,447925,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,2015-02-21,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,19,3,NO,0,2,YES,73560,BMW,X5,1995,N
35,1998-03-08,OH,100/300,2000,7.108424156260817,0,451586,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,YES,0,1,?,52030,Mercedes,E400,2008,N
41,2004-03-29,IL,500/1000,2000,6.8770279943308426,0,477519,MALE,Masters,transport-moving,video-games,wife,0,-49000,2015-01-19,Vehicle Theft,?,Trivial Damage,Unknown,SC,Northbrook,9,1,?,2,3,?,5170,Suburu,Forrestor,2001,N
34,2006-06-01,IN,250/500,1000,7.1080067956920585,0,603639,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,2015-02-27,Parked Car,?,Minor Damage,Unknown,SC,Northbend,5,1,?,2,1,YES,8190,Chevrolet,Silverado,2013,N
29,1994-06-08,IN,250/500,2000,7.122560160020289,6000000,463993,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,14,1,?,2,3,?,70800,Accura,MDX,2012,Y
31,1998-02-12,IL,500/1000,2000,7.186711895115559,0,441491,FEMALE,JD,farming-fishing,video-games,wife,54100,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,20,3,?,0,3,YES,45630,Accura,MDX,2011,N
58,2000-11-16,OH,100/300,500,6.899702945791309,0,469429,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,18,1,YES,2,1,?,99320,Accura,TL,2002,Y
41,2004-10-24,IL,500/1000,500,7.243877454339055,4000000,472214,MALE,Masters,tech-support,polo,not-in-family,0,-57100,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,13,3,?,2,0,NO,64000,BMW,X6,1996,Y
38,2009-11-08,OH,100/300,500,7.2123534638102305,0,614945,FEMALE,MD,other-service,golf,other-relative,58100,0,2015-01-19,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,21,1,?,1,1,?,47300,Nissan,Pathfinder,2014,N
27,1996-09-21,IL,100/300,1000,7.233823581887957,0,476727,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,2015-02-18,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,14,1,NO,2,3,?,71680,Volkswagen,Jetta,2007,Y
41,1995-07-16,OH,250/500,500,6.7429160125246295,0,438555,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,1,1,?,1,0,YES,112320,Suburu,Impreza,2011,Y
32,2001-06-09,OH,100/300,1000,6.908814717578827,0,440961,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,2015-01-09,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,17,1,?,1,0,?,82720,Audi,A3,2014,N
45,2002-10-06,IL,100/300,1000,6.954362109030368,0,616714,MALE,Masters,priv-house-serv,polo,husband,0,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,?,2,1,?,48060,Mercedes,C300,2009,N
32,1997-07-14,IN,250/500,500,7.055338727387846,0,434247,MALE,High School,exec-managerial,kayaking,own-child,31900,-44600,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,23,3,YES,1,3,YES,63570,Volkswagen,Jetta,2006,Y
54,1994-11-11,OH,100/300,1000,7.224950036107209,0,436547,FEMALE,Masters,craft-repair,paintball,own-child,17600,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,13,3,NO,2,3,?,63240,Suburu,Forrestor,1997,N
33,2012-06-23,OH,100/300,1000,6.960385679045336,7000000,619540,FEMALE,Masters,other-service,reading,own-child,52000,-44500,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Northbrook,20,3,NO,1,3,?,54240,Saab,93,2013,Y
50,2007-02-18,OH,100/300,1000,7.15179105983877,0,466283,MALE,Associate,sales,bungie-jumping,other-relative,0,0,2015-02-12,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Riverwood,16,1,YES,2,3,NO,37280,Audi,A5,1996,Y
61,2005-06-27,OH,100/300,2000,7.246902506052653,0,449557,MALE,JD,exec-managerial,exercise,husband,0,0,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,10,3,?,2,1,YES,72100,Jeep,Wrangler,2006,N
59,1999-09-29,IN,250/500,500,7.204416914214495,7000000,473329,FEMALE,JD,prof-specialty,hiking,other-relative,0,0,2015-02-06,Parked Car,?,Minor Damage,Unknown,WV,Northbend,8,1,?,2,3,NO,6500,Saab,92x,2013,N
38,2006-05-14,IN,100/300,1000,7.089001257549159,0,470117,MALE,Masters,machine-op-inspct,movies,not-in-family,29000,0,2015-02-14,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Springfield,17,3,?,2,0,?,78240,Suburu,Legacy,2013,N
29,2010-04-29,OH,100/300,500,7.0936039415522485,0,600702,FEMALE,JD,transport-moving,video-games,other-relative,62500,-66900,2015-02-05,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,9,1,?,2,0,?,6200,Honda,Accord,1999,N
36,1992-11-10,IN,500/1000,1000,7.050469381181312,0,615921,FEMALE,Associate,priv-house-serv,reading,unmarried,39600,-82400,2015-01-25,Parked Car,?,Minor Damage,Police,VA,Springfield,0,1,YES,2,3,?,6160,Mercedes,E400,2014,N
48,1999-07-24,IN,500/1000,2000,7.041953948927621,7000000,475588,FEMALE,MD,farming-fishing,dancing,not-in-family,0,-54000,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,12,1,?,2,0,?,76050,Chevrolet,Silverado,1997,N
48,1992-02-22,OH,500/1000,1000,7.195239831928225,0,609409,FEMALE,MD,exec-managerial,polo,unmarried,49700,-59100,2015-01-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Hillsdale,20,2,NO,2,1,YES,86060,Volkswagen,Passat,2002,N
30,2002-09-13,OH,500/1000,1000,7.062654250198119,0,479852,FEMALE,Masters,prof-specialty,sleeping,not-in-family,47700,-59300,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,3,1,YES,2,0,NO,107900,Dodge,Neon,1997,Y
34,2003-08-09,IL,250/500,500,7.310590264682032,0,452249,FEMALE,Masters,prof-specialty,polo,unmarried,38100,-31400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,PA,Columbus,18,3,NO,2,0,YES,99990,Mercedes,E400,2011,N
29,2007-12-04,IN,500/1000,1000,7.199618597827141,0,441536,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,71400,0,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,4,3,NO,2,2,YES,61380,Suburu,Legacy,2012,N
28,2002-07-22,OH,250/500,2000,7.370834993155048,0,601617,FEMALE,Associate,craft-repair,board-games,unmarried,0,-26900,2015-02-14,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Riverwood,18,1,?,2,1,YES,71280,Audi,A5,2012,Y
45,1992-07-03,IL,500/1000,1000,7.217656175022513,0,442598,MALE,High School,farming-fishing,yachting,unmarried,0,-51100,2015-02-27,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbend,18,3,NO,0,0,NO,64000,Saab,95,1999,N
46,2005-03-29,IL,250/500,500,7.279208484498596,0,430987,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,0,-50000,2015-02-21,Parked Car,?,Trivial Damage,Police,SC,Hillsdale,7,1,?,0,1,NO,5940,Toyota,Highlander,2015,N
37,2008-03-16,IN,250/500,2000,7.125258956062575,0,430104,MALE,High School,other-service,movies,not-in-family,75400,0,2015-01-05,Parked Car,?,Minor Damage,Unknown,NY,Hillsdale,18,1,NO,1,0,NO,6700,Jeep,Wrangler,2011,N
42,1999-05-23,IL,250/500,500,7.02607150580018,0,612904,MALE,Associate,armed-forces,hiking,not-in-family,0,0,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,?,51740,Jeep,Wrangler,2006,N
28,2012-11-22,OH,250/500,2000,6.985567809350246,0,430886,MALE,High School,machine-op-inspct,hiking,husband,88800,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,1,1,?,0,1,YES,53600,Volkswagen,Jetta,2007,Y
29,1993-01-29,IL,250/500,1000,7.278477101946035,0,467947,MALE,College,protective-serv,board-games,wife,35100,-59900,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,15,3,YES,1,0,?,44910,Dodge,Neon,2001,N
31,2003-02-11,IN,250/500,500,7.1148995212074375,4000000,604804,FEMALE,MD,transport-moving,kayaking,wife,0,-88300,2015-02-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,Hillsdale,2,3,?,0,2,YES,48100,Volkswagen,Jetta,2014,N
44,1990-08-15,IL,100/300,1000,7.112726712995981,0,460308,FEMALE,PhD,farming-fishing,kayaking,unmarried,53900,0,2015-02-05,Vehicle Theft,?,Trivial Damage,Unknown,WV,Riverwood,3,1,NO,0,1,NO,6100,Ford,Fusion,2002,N
46,2010-03-06,IN,100/300,2000,6.801160668809497,6000000,618862,MALE,MD,tech-support,board-games,wife,0,-41300,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Hillsdale,13,1,?,1,0,YES,79600,Jeep,Wrangler,2011,N
34,1990-09-27,IN,100/300,500,7.442955415969771,0,462479,MALE,Masters,protective-serv,dancing,other-relative,0,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,1,1,NO,1,1,YES,77040,Honda,Civic,1998,N
45,2005-06-17,IL,250/500,1000,7.135034267576137,0,457555,FEMALE,PhD,prof-specialty,kayaking,other-relative,0,-45100,2015-01-11,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,16,1,YES,0,1,?,62590,Volkswagen,Jetta,2003,N
40,2001-09-14,IN,500/1000,500,6.786807239982597,0,459984,FEMALE,Masters,armed-forces,skydiving,other-relative,27000,-58900,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,0,1,YES,0,1,NO,85150,Chevrolet,Malibu,1998,N
39,2011-01-07,IL,100/300,500,6.954238021195112,4000000,434982,MALE,MD,tech-support,exercise,wife,0,-31700,2015-01-24,Vehicle Theft,?,Trivial Damage,Unknown,NY,Hillsdale,1,1,?,2,1,NO,4950,Chevrolet,Silverado,2010,N
36,2003-09-13,OH,500/1000,2000,7.446398383944561,0,614233,MALE,Associate,handlers-cleaners,basketball,not-in-family,72200,0,2015-02-18,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Riverwood,17,3,?,2,0,YES,51100,Audi,A3,2006,N
54,1997-10-24,IL,500/1000,2000,7.00189204333102,0,605258,FEMALE,Masters,adm-clerical,reading,not-in-family,29600,-22300,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,13,1,YES,2,3,?,100800,Dodge,Neon,1997,N
27,2009-01-04,IN,250/500,500,7.218741195253151,4000000,604377,FEMALE,Masters,tech-support,exercise,husband,51100,0,2015-01-17,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Springfield,12,1,YES,2,3,NO,90970,Accura,RSX,2009,N
26,1998-10-12,OH,100/300,500,7.232646427216189,7000000,434923,MALE,JD,tech-support,cross-fit,other-relative,0,-30300,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,11,1,?,1,1,YES,81840,Chevrolet,Malibu,2011,Y
46,1993-02-23,OH,100/300,1000,7.040842823120491,7000000,476456,MALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,18,1,?,0,2,NO,54900,Mercedes,C300,2013,N
35,1996-07-07,OH,500/1000,500,6.96208246645827,7000000,446788,MALE,JD,tech-support,cross-fit,husband,0,-51300,2015-02-25,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,17,1,YES,2,3,NO,88660,Mercedes,C300,2007,Y
34,2013-01-23,IL,100/300,2000,6.964863135988555,0,477382,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,-57700,2015-02-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,22,3,?,1,1,NO,18000,Audi,A3,2009,N
39,2006-12-06,IN,250/500,2000,7.305873464427248,0,600275,FEMALE,JD,protective-serv,exercise,other-relative,0,-39200,2015-02-25,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,9,1,YES,1,3,YES,5500,Chevrolet,Tahoe,2010,N
25,2014-02-23,IN,100/300,500,6.825785716114886,5000000,461958,FEMALE,High School,tech-support,hiking,own-child,51000,-67900,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Hillsdale,11,3,?,1,0,?,73920,Honda,Civic,2003,Y
28,2007-11-16,OH,500/1000,1000,6.895206876060657,0,472720,FEMALE,High School,adm-clerical,polo,other-relative,62700,0,2015-02-16,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,VA,Columbus,11,1,NO,0,2,YES,101860,Honda,CRV,2007,N
57,1999-04-17,OH,250/500,2000,7.273564379210016,0,442395,MALE,Associate,tech-support,movies,own-child,25000,0,2015-02-09,Parked Car,?,Minor Damage,Unknown,SC,Riverwood,8,1,YES,0,1,YES,5390,Volkswagen,Passat,2008,N
